ID,titleA,ParagraphA,titleB,ParagraphB
lhurley,lhurley's biography,"Laurence Hurley, PhD, professor emeritus, College of Pharmacy Drug Discovery and Development, specializes in the design and development of antitumor agents. He started three biotech companies and presently serves as CEO of REGLAGENE, LLC, which develops small-molecule medicines to fight disease.",lhurley's articles,"Laurence Hurley, PhD, professor emeritus, College of Pharmacy Drug Discovery and Development, specializes in the design and development of antitumor agents. He started three biotech companies and presently serves as CEO of REGLAGENE, LLC, which develops small-molecule medicines to fight disease."
yelle,yelle's biography,"Professor Yelle studies the atmospheres in our solar system and the atmospheres of extra-solar planets. He analyzes telescopic and spacecraft data and constructs theories and models to determine the composition and structure of atmospheres and their interaction with surfaces and interplanetary space. Current projects include the study of chemical, thermal and dynamical processes in Titan’s upper atmosphere using primarily data from the Cassini mission to the Saturn system, escape processes on Titan, Mars, and extra-solar planets, and the composition and chemistry of the martian atmosphere. Yelle is a member of the Cassini Ion Neutral Mass Spectrometer Team and a co-I on the planned Maven mission to study the upper atmosphere of Mars.",yelle's articles,"Professor Yelle studies the atmospheres in our solar system and the atmospheres of extra-solar planets. He analyzes telescopic and spacecraft data and constructs theories and models to determine the composition and structure of atmospheres and their interaction with surfaces and interplanetary space. Current projects include the study of chemical, thermal and dynamical processes in Titan’s upper atmosphere using primarily data from the Cassini mission to the Saturn system, escape processes on Titan, Mars, and extra-solar planets, and the composition and chemistry of the martian atmosphere. Yelle is a member of the Cassini Ion Neutral Mass Spectrometer Team and a co-I on the planned Maven mission to study the upper atmosphere of Mars."
pchhsu,pchhsu's biography,"Chiu-Hsieh (Paul) Hsu, PhD, is an professor at The University of Arizona Mel and Enid Zuckerman College of Public Health in the Epidemiology and Biostatistics Department. He received his Ph.D. in Biostatistics from the University of Michigan. He is currently a Section Editor (Data Analysis, Statistics and Modeling) of BMC Medical Research Methodology. His research interests include development of methodology for missing data, survival analysis and personalized risk prediction models for cancer research. He has been heavily involved in collaborations in the areas of health disparities, patient care, cardiovascular and cancer research.",pchhsu's articles,"Chiu-Hsieh (Paul) Hsu, PhD, is an professor at The University of Arizona Mel and Enid Zuckerman College of Public Health in the Epidemiology and Biostatistics Department. He received his Ph.D. in Biostatistics from the University of Michigan. He is currently a Section Editor (Data Analysis, Statistics and Modeling) of BMC Medical Research Methodology. His research interests include development of methodology for missing data, survival analysis and personalized risk prediction models for cancer research. He has been heavily involved in collaborations in the areas of health disparities, patient care, cardiovascular and cancer research."
rchipman,rchipman's biography,"Polarization engineering.
Polarization optical design software development and analysis.
Low polarization optical systems.
Polarimetry.
Polarimeter construction and calibration.
Precision polarization measurements.
Anisotropic materials, theory, ellipsometry of biaxial and optically active materials and films.
Polarization of scattered light.
Mueller matrix BRDF.
Retinal oximetry.",rchipman's articles,"Polarization engineering.
Polarization optical design software development and analysis.
Low polarization optical systems.
Polarimetry.
Polarimeter construction and calibration.
Precision polarization measurements.
Anisotropic materials, theory, ellipsometry of biaxial and optically active materials and films.
Polarization of scattered light.
Mueller matrix BRDF.
Retinal oximetry."
palumbo,palumbo's biography,"My primary role at the UA has been to develop a translational research program to investigate the biology, ecology, and management of important pests associated with Arizona vegetable production. My primary research interest is in examining the chemical management of insects and investigating techniques to better utilize pesticides in crop production. As an Extension Specialist I strive to develop a science-based outreach program that emphasizes the development, validation, and delivery of new information and technologies for managing pests in desert vegetable and melon crops that reduces grower reliance on high-risk, broadly-toxic pesticides without sacrificing yield, quality and profitability.",palumbo's articles,"My primary role at the UA has been to develop a translational research program to investigate the biology, ecology, and management of important pests associated with Arizona vegetable production. My primary research interest is in examining the chemical management of insects and investigating techniques to better utilize pesticides in crop production. As an Extension Specialist I strive to develop a science-based outreach program that emphasizes the development, validation, and delivery of new information and technologies for managing pests in desert vegetable and melon crops that reduces grower reliance on high-risk, broadly-toxic pesticides without sacrificing yield, quality and profitability."
gea,gea's biography,"My research interests focus on the study of brain-behavior relationships in the context of healthy aging and age-related, neurodegenerative disease. I use multimodal neuroimaging techniques, including structural and functional magnetic resonance imaging (MRI) and positron emission tomography (PET), in combination with measures of cognition and behavior to address research questions on the effects of brain aging and Alzheimer’s disease.",gea's articles,"My research interests focus on the study of brain-behavior relationships in the context of healthy aging and age-related, neurodegenerative disease. I use multimodal neuroimaging techniques, including structural and functional magnetic resonance imaging (MRI) and positron emission tomography (PET), in combination with measures of cognition and behavior to address research questions on the effects of brain aging and Alzheimer’s disease."
rsierra,rsierra's biography,Dr. Sierra’s research focuses on the investigation and development of processes relying on microorganisms for the treatment of hazardous contaminants. Ongoing research projects include the following: (1) Bioremediation of nitro-aromatic explosives; (2) Degradation of perfluorinated compounds; (3) Innovative processes for the biological removal of nitrogen in wastewater (Anammox); (4) Bioremediation of metals and metalloids in mine-impacted water; (5) Biotechnology methods for the recovery of critical metals; (6) Toxicity and environmental fate of engineered nanomaterials; (7) Methods for the removal of engineered nanoparticles in semiconductor effluents; (8) Fate of electronic waste in municipal waste landfills,rsierra's articles,Dr. Sierra’s research focuses on the investigation and development of processes relying on microorganisms for the treatment of hazardous contaminants. Ongoing research projects include the following: (1) Bioremediation of nitro-aromatic explosives; (2) Degradation of perfluorinated compounds; (3) Innovative processes for the biological removal of nitrogen in wastewater (Anammox); (4) Bioremediation of metals and metalloids in mine-impacted water; (5) Biotechnology methods for the recovery of critical metals; (6) Toxicity and environmental fate of engineered nanomaterials; (7) Methods for the removal of engineered nanoparticles in semiconductor effluents; (8) Fate of electronic waste in municipal waste landfills
going,going's biography,"Dr. Going is an expert in models and methods for assessment of changes in body composition during growth, and with aging. He is currently investigating the effects of chronic exercise versus hormone replacement therapy on bone, soft tissue composition and muscle strength in postmenopausal women and the role of exercise in obesity prevention in children.",going's articles,"Dr. Going is an expert in models and methods for assessment of changes in body composition during growth, and with aging. He is currently investigating the effects of chronic exercise versus hormone replacement therapy on bone, soft tissue composition and muscle strength in postmenopausal women and the role of exercise in obesity prevention in children."
kraftm,kraftm's biography,"Dr. Kraft has more than 150 publications in the areas of adult asthma, the role of infection in asthma and the role of the distal lung in asthma and airway remodeling. Her work has appeared in such prestigious publications as the Journal of the American Medical Association, The Lancet, the American Journal of Respiratory and Critical Care Medicine, the Journal of Allergy and Clinical Immunology, and Chest. Her research has been funded by the National Institutes of Health and the American Lung Association for more than 20 years.",kraftm's articles,"Dr. Kraft has more than 150 publications in the areas of adult asthma, the role of infection in asthma and the role of the distal lung in asthma and airway remodeling. Her work has appeared in such prestigious publications as the Journal of the American Medical Association, The Lancet, the American Journal of Respiratory and Critical Care Medicine, the Journal of Allergy and Clinical Immunology, and Chest. Her research has been funded by the National Institutes of Health and the American Lung Association for more than 20 years."
angelj,angelj's biography,"Over the past 25 years Professor Angel has been in the forefront of a technological renaissance in telescopes and large optics. The Mirror Lab has made the optics for several telescopes, including the two largest mirrors ever (8.4 m diameter) for the Large Binocular Telescope on Mt. Graham, Arizona and is now making 8.4 m mirrors for the Giant Magellan Telescope and the Large Synoptic Survey Telescope. Angel has also developed concepts for imaging and searching for primitive life on Earth-like planets orbiting nearby stars. He has explored ways to cool the Earth with a space sunshade, and is now working on concentrating photovoltaic systems for solar energy.",angelj's articles,"Over the past 25 years Professor Angel has been in the forefront of a technological renaissance in telescopes and large optics. The Mirror Lab has made the optics for several telescopes, including the two largest mirrors ever (8.4 m diameter) for the Large Binocular Telescope on Mt. Graham, Arizona and is now making 8.4 m mirrors for the Giant Magellan Telescope and the Large Synoptic Survey Telescope. Angel has also developed concepts for imaging and searching for primitive life on Earth-like planets orbiting nearby stars. He has explored ways to cool the Earth with a space sunshade, and is now working on concentrating photovoltaic systems for solar energy."
csanchez,csanchez's biography,"plant nutrient utilization
soil and water management
salinity, and fate and transport of agriculturally derived chemicals and environmental toxins",csanchez's articles,"plant nutrient utilization
soil and water management
salinity, and fate and transport of agriculturally derived chemicals and environmental toxins"
sbyrne,sbyrne's biography,"I am interested in surface processes on planetary bodies throughout the solar system, especially those processes that affect, or are driven by, planetary ices. I enjoy working with a diverse group of graduate students and postdocs. Our areas of activity include Martian ice stability, polar stratigraphy and connection to past climates; Ceres ice, both cryovolcanic and as a source of water vapor; and ice-sublimation landforms on a variety of bodies.",sbyrne's articles,"I am interested in surface processes on planetary bodies throughout the solar system, especially those processes that affect, or are driven by, planetary ices. I enjoy working with a diverse group of graduate students and postdocs. Our areas of activity include Martian ice stability, polar stratigraphy and connection to past climates; Ceres ice, both cryovolcanic and as a source of water vapor; and ice-sublimation landforms on a variety of bodies."
jerzyr,jerzyr's biography,"Design and analysis of complex systems, modeling and computer simulation, computer-aided minimally invasive surgery, and applications of computer-based technologies to clinical and academic medicine",jerzyr's articles,"Design and analysis of complex systems, modeling and computer simulation, computer-aided minimally invasive surgery, and applications of computer-based technologies to clinical and academic medicine"
nirav,nirav's biography,"His interests include data science literacy, large-scale data management platforms, data delivery technologies, managed sensor and mobile platforms for health interventions, workforce development, and project based learning.",nirav's articles,"His interests include data science literacy, large-scale data management platforms, data delivery technologies, managed sensor and mobile platforms for health interventions, workforce development, and project based learning."
masud,masud's biography,"Classical electrodynamics.
Radiation pressure and photon momentum.
Interaction of light and matter.
Optical tweezers.
Optical data storage.
Macromolecular data storage.
Diffraction theory.
Thin film and multilayer optics.
Magneto-optical materials.
Phase-change materials.
Information theory.",masud's articles,"Classical electrodynamics.
Radiation pressure and photon momentum.
Interaction of light and matter.
Optical tweezers.
Optical data storage.
Macromolecular data storage.
Diffraction theory.
Thin film and multilayer optics.
Magneto-optical materials.
Phase-change materials.
Information theory."
dmarrone,dmarrone's biography,"My research addresses galaxies and cosmology, even fundamental physics, through a variety of observational tools. I am particularly interested in galaxy clusters and their cosmological applications, galaxy formation in the early universe, and the physics of the supermassive black hole in our galaxy, Sagittarius A*.",dmarrone's articles,"My research addresses galaxies and cosmology, even fundamental physics, through a variety of observational tools. I am particularly interested in galaxy clusters and their cosmological applications, galaxy formation in the early universe, and the physics of the supermassive black hole in our galaxy, Sagittarius A*."
rjsimpson,rjsimpson's biography,"Dr. Simpson completed his training in exercise physiology and immunology at Edinburgh Napier University in Scotland before spending nine years as a faculty member at the University of Houston. He studies the effects of exercise and stress on the immune system. Major cross-cutting themes of his work are aging (immunosenescence), cancer and spaceflight. Specifically, Dr Simpson and his team study how single exercise bouts can be used to augment the recovery and expansion of specific immune cells that can be used therapeutically to treat patients with hematologic malignancies; and how exercise can be used to negate the onset of immunosenescence during natural aging. He is also interested in how exercise training can contribute to improved patient survival and quality of life through immune and inflammatory pathways at all phases of the cancer care continuum. His current work includes four NASA funded projects that aim to examine the impact of long duration spaceflight and extreme isolation on astronaut immune function and illness rates, and the effects of simulated microgravity on viral infectivity and host immune evasion. Dr. Simpson is also investigating how certain viral infections can protect patients from relapse following hematopoietic stem cell transplantation in a project that has been funded by the National Cancer Institute. Dr. Simpson is a Fellow of the American College of Sports Medicine (ACSM), a member of the Psycheneuroimmunology Research Society (PNIRS), and an honorary board member of the International Society of Exercise and Immunology (ISEI). He is Associate Editor of the ISEI journal Exercise Immunology Reviews, and is on the editorial board of the journals Brain, Behavior and Immunity, Inflammopharmacology and American Journal of Lifestyle Medicine.",rjsimpson's articles,"Dr. Simpson completed his training in exercise physiology and immunology at Edinburgh Napier University in Scotland before spending nine years as a faculty member at the University of Houston. He studies the effects of exercise and stress on the immune system. Major cross-cutting themes of his work are aging (immunosenescence), cancer and spaceflight. Specifically, Dr Simpson and his team study how single exercise bouts can be used to augment the recovery and expansion of specific immune cells that can be used therapeutically to treat patients with hematologic malignancies; and how exercise can be used to negate the onset of immunosenescence during natural aging. He is also interested in how exercise training can contribute to improved patient survival and quality of life through immune and inflammatory pathways at all phases of the cancer care continuum. His current work includes four NASA funded projects that aim to examine the impact of long duration spaceflight and extreme isolation on astronaut immune function and illness rates, and the effects of simulated microgravity on viral infectivity and host immune evasion. Dr. Simpson is also investigating how certain viral infections can protect patients from relapse following hematopoietic stem cell transplantation in a project that has been funded by the National Cancer Institute. Dr. Simpson is a Fellow of the American College of Sports Medicine (ACSM), a member of the Psycheneuroimmunology Research Society (PNIRS), and an honorary board member of the International Society of Exercise and Immunology (ISEI). He is Associate Editor of the ISEI journal Exercise Immunology Reviews, and is on the editorial board of the journals Brain, Behavior and Immunity, Inflammopharmacology and American Journal of Lifestyle Medicine."
hoshin,hoshin's biography,"Surface water hydrology, rainfall-runoff models, land-atmosphere transfer scheme models, flood forecasting,hydrology of semi-arid regions, prediction in ungaged basins, theory of evaluation,constraining lumped and distributed hydrologic models with observations, multi-criteria analysis,sensitivity analysis, blending expert knowledge into automated procedures, Bayesian estimation,recursive methods, uncertainty analysis, information content of data, data assimilation,application of remotely sensed data in hydrology, estimation of precipitation from remotely sensed data, relationship of scale to hydrologic process dominance, development and applications of artificial neural networks,theory and practice of model building, multi-objective stochastic recursive global optimization,interactive computer modeling, multi-resolution multi-disciplinary integrated modeling, decision analysis and decision support systems, merging hydrologic and economic models in support of decision making and policy analysis.",hoshin's articles,"Surface water hydrology, rainfall-runoff models, land-atmosphere transfer scheme models, flood forecasting,hydrology of semi-arid regions, prediction in ungaged basins, theory of evaluation,constraining lumped and distributed hydrologic models with observations, multi-criteria analysis,sensitivity analysis, blending expert knowledge into automated procedures, Bayesian estimation,recursive methods, uncertainty analysis, information content of data, data assimilation,application of remotely sensed data in hydrology, estimation of precipitation from remotely sensed data, relationship of scale to hydrologic process dominance, development and applications of artificial neural networks,theory and practice of model building, multi-objective stochastic recursive global optimization,interactive computer modeling, multi-resolution multi-disciplinary integrated modeling, decision analysis and decision support systems, merging hydrologic and economic models in support of decision making and policy analysis."
rvalerdi,rvalerdi's biography,Systems engineeringCost estimationScience of Baseball,rvalerdi's articles,Systems engineeringCost estimationScience of Baseball
cress,cress's biography,"My research is to understand the molecular mechanisms of cell adhesion and human tumor metastasis. We discovered cell adhesion adaptive responses of tumors dependent upon adhesion receptors called integrins. The adaptive responses are essential for normal tissue development but are used for nepharious purposes in cancer. We use tools of biochemistry, cell biology and genetics.",cress's articles,"My research is to understand the molecular mechanisms of cell adhesion and human tumor metastasis. We discovered cell adhesion adaptive responses of tumors dependent upon adhesion receptors called integrins. The adaptive responses are essential for normal tissue development but are used for nepharious purposes in cancer. We use tools of biochemistry, cell biology and genetics."
tteegers,tteegers's biography,"As the Associate Director for Tribal Extension Programs, Teegerstrom's responsibilities include providing assistance in the management and direction of tribal extension programs; which includes working with Tribal Nations across Arizona, unit heads, faculty, and staff in managing the personnel, financial, and physical resources. As an Extension Specialist in the Department of Agricultural and Resource Economics, Teegerstrom's responsibilities include working in the areas of production economics and risk management education including cost and return estimates for the state's agriculture industry, beginning farmer and rancher initiatives, agricultural labor and risk management.",tteegers's articles,"As the Associate Director for Tribal Extension Programs, Teegerstrom's responsibilities include providing assistance in the management and direction of tribal extension programs; which includes working with Tribal Nations across Arizona, unit heads, faculty, and staff in managing the personnel, financial, and physical resources. As an Extension Specialist in the Department of Agricultural and Resource Economics, Teegerstrom's responsibilities include working in the areas of production economics and risk management education including cost and return estimates for the state's agriculture industry, beginning farmer and rancher initiatives, agricultural labor and risk management."
mottman,mottman's biography,"My research is centers on producing crops as efficiently as possible by manipulating cropping practices such as planting date, crop spatial geometry, fertilization, and irrigation.",mottman's articles,"My research is centers on producing crops as efficiently as possible by manipulating cropping practices such as planting date, crop spatial geometry, fertilization, and irrigation."
frisvold,frisvold's biography,"Dr. Frisvold joined the faculty at The University of Arizona in 1997. He has been a visiting scholar at the National Institute of Rural Development in Hyderabad, India, a lecturer at The Johns Hopkins University, and Chief of the Resource and Environmental Policy Branch of USDA's Economic Research Service.",frisvold's articles,"Dr. Frisvold joined the faculty at The University of Arizona in 1997. He has been a visiting scholar at the National Institute of Rural Development in Hyderabad, India, a lecturer at The Johns Hopkins University, and Chief of the Resource and Environmental Policy Branch of USDA's Economic Research Service."
bjweiner,bjweiner's biography,"I am an Assistant Staff Scientist at the MMT Observatory and Associate Astronomer at Steward Observatory. At MMT, I work on supporting and developing instrumentation, observing, and telescope capabilities, and supporting data handling and reduction, with an emphasis on our spectroscopic instruments. Previously at Steward, I have worked on the MIPS team, on optical and infrared observed programs from the ground and with the Hubble and Herschel satellites, and on creating a network and modern observing system for Arizona's medium-size telescopes. MIPS was the far-infrared instrument on the Spitzer satellite. Prior to moving to Arizona, I was at Maryland working on the Maryland-Magellan Tunable Filter (MMTF) with Prof. Sylvain Veilleux.",bjweiner's articles,"I am an Assistant Staff Scientist at the MMT Observatory and Associate Astronomer at Steward Observatory. At MMT, I work on supporting and developing instrumentation, observing, and telescope capabilities, and supporting data handling and reduction, with an emphasis on our spectroscopic instruments. Previously at Steward, I have worked on the MIPS team, on optical and infrared observed programs from the ground and with the Hubble and Herschel satellites, and on creating a network and modern observing system for Arizona's medium-size telescopes. MIPS was the far-infrared instrument on the Spitzer satellite. Prior to moving to Arizona, I was at Maryland working on the Maryland-Magellan Tunable Filter (MMTF) with Prof. Sylvain Veilleux."
ipepper,ipepper's biography,"soils and human health
potable water quality including real- time sensors for microbial and chemical contaminants
fate of emerging microbial and biological contaminants
water and wastewater reuse",ipepper's articles,"soils and human health
potable water quality including real- time sensors for microbial and chemical contaminants
fate of emerging microbial and biological contaminants
water and wastewater reuse"
ivan,ivan's biography,"Optical communications and networks, error control coding, coded modulation, turbo equalization, orthogonal frequency division multiplexing (OFDM), quantum key distribution (QKD), quantum information processing, quantum error correction, and quantum biology.",ivan's articles,"Optical communications and networks, error control coding, coded modulation, turbo equalization, orthogonal frequency division multiplexing (OFDM), quantum key distribution (QKD), quantum information processing, quantum error correction, and quantum biology."
cdaines,cdaines's biography,"Pulmonary manifestations of gastrointestinal diseases, such as eosinophilic esophagitis and gastroesophageal reflux, and the impact of pulmonary aspiration on chronic lung disease",cdaines's articles,"Pulmonary manifestations of gastrointestinal diseases, such as eosinophilic esophagitis and gastroesophageal reflux, and the impact of pulmonary aspiration on chronic lung disease"
son,son's biography,"Agent-based Simulation, Distributed Simulation, Human Decision Making (Applications in Emergency Evacuation and Transportation), Computer Integrated Manufacturing, Simulation-based Planning and Control, UAV/UGV Coordination",son's articles,"Agent-based Simulation, Distributed Simulation, Human Decision Making (Applications in Emergency Evacuation and Transportation), Computer Integrated Manufacturing, Simulation-based Planning and Control, UAV/UGV Coordination"
buelljannuzi,buelljannuzi's biography,Buell T. Jannuzi succeeded Peter Strittmatter as Head of the Department of Astronomy and Director of Steward Observatory in May of 2012. He came to the University of Arizona after 17 years as a member of the scientific staff of the National Optical Astronomy Observatory.,buelljannuzi's articles,Buell T. Jannuzi succeeded Peter Strittmatter as Head of the Department of Astronomy and Director of Steward Observatory in May of 2012. He came to the University of Arizona after 17 years as a member of the scientific staff of the National Optical Astronomy Observatory.
armin,armin's biography,"Armin's research focuses on the effect of aerosol particles on the environment, clouds and rainfall, climate, and public health/welfare. A suite of synergistic methods are used for this research, including laboratory experiments, ground and airborne field measurements, modeling, and remote sensing observations. Since 2004, he has participated in 15 airborne field projects, including six as a mission PI with the CIRPAS Twin Otter (sponsored by ONR). Currently, Armin is involved with a multi-year NASA project called CAMP2EX (Cloud and Aerosol Monsoonal Processes-Philippines Experiment; https://espo.nasa.gov/camp2ex/content/CAMP2Ex) and is serving as the PI of a NASA Earth Venture Suborbital-3 (EVS-3) mission called ACTIVATE (Aerosol Cloud meTeorology Interactions oVer the western ATlantic Experiment; https://activate.larc.nasa.gov/).",armin's articles,"Armin's research focuses on the effect of aerosol particles on the environment, clouds and rainfall, climate, and public health/welfare. A suite of synergistic methods are used for this research, including laboratory experiments, ground and airborne field measurements, modeling, and remote sensing observations. Since 2004, he has participated in 15 airborne field projects, including six as a mission PI with the CIRPAS Twin Otter (sponsored by ONR). Currently, Armin is involved with a multi-year NASA project called CAMP2EX (Cloud and Aerosol Monsoonal Processes-Philippines Experiment; https://espo.nasa.gov/camp2ex/content/CAMP2Ex) and is serving as the PI of a NASA Earth Venture Suborbital-3 (EVS-3) mission called ACTIVATE (Aerosol Cloud meTeorology Interactions oVer the western ATlantic Experiment; https://activate.larc.nasa.gov/)."
hucc,hucc's biography,"Chengcheng Hu, Ph.D., M.S., is an Associate Professor of Biostatistics and Director of Biostatistics at the University of Arizona Mel and Enid Zuckerman College of Public Health-Phoenix. He is also Director of the Biometry Core on the Chemoprevention of Skin Cancer Project at the University of Arizona Cancer Center and served as Co-Director of the Pattern Analysis and Computational Biology Core on the Targets to Therapeutics in Pancreatic Cancer Project from 2009 to 2010.",hucc's articles,"Chengcheng Hu, Ph.D., M.S., is an Associate Professor of Biostatistics and Director of Biostatistics at the University of Arizona Mel and Enid Zuckerman College of Public Health-Phoenix. He is also Director of the Biometry Core on the Chemoprevention of Skin Cancer Project at the University of Arizona Cancer Center and served as Co-Director of the Pattern Analysis and Computational Biology Core on the Targets to Therapeutics in Pancreatic Cancer Project from 2009 to 2010."
atang,atang's biography,"Andrew Tang, MD, FACS, is a tenured associate professor with the University of Arizona Department of Surgery, Division of Trauma, Critical Care, Burn, and Emergency Surgery. He is also the trauma medical director of Banner University Medical Center - Tucson's Level I Trauma Center, which serves a population of over 1 million and is the only trauma center of its kind in southern Arizona.",atang's articles,"Andrew Tang, MD, FACS, is a tenured associate professor with the University of Arizona Department of Surgery, Division of Trauma, Critical Care, Burn, and Emergency Surgery. He is also the trauma medical director of Banner University Medical Center - Tucson's Level I Trauma Center, which serves a population of over 1 million and is the only trauma center of its kind in southern Arizona."
kukolich,kukolich's biography,"Chemical Physics
Energy Science
Instrument Development
Spectroscopy/Molecular Structure
Synthesis/Synthetic Methods Development
Theory, Modeling, and Simulation",kukolich's articles,"Chemical Physics
Energy Science
Instrument Development
Spectroscopy/Molecular Structure
Synthesis/Synthetic Methods Development
Theory, Modeling, and Simulation"
rmaier,rmaier's biography,"microbial ecology of stressed environments (caves, deserts, dust)
bioremediation and reclamation of mining sites;
biosurfactant discovery and characterization",rmaier's articles,"microbial ecology of stressed environments (caves, deserts, dust)
bioremediation and reclamation of mining sites;
biosurfactant discovery and characterization"
fdmartin,fdmartin's biography,Asthma and gene-environment interactions.,fdmartin's articles,Asthma and gene-environment interactions.
jallen,jallen's biography,"My research spans several areas, but the main focus is the etiology and treatment of mood and anxiety disorders. I am interested in identifying risk factors for depression using electroencephalographic and autonomic psychophysiological measures, especially EEG asymmetry, resting state fMRI connectivity, and cardiac vagal control.",jallen's articles,"My research spans several areas, but the main focus is the etiology and treatment of mood and anxiety disorders. I am interested in identifying risk factors for depression using electroencephalographic and autonomic psychophysiological measures, especially EEG asymmetry, resting state fMRI connectivity, and cardiac vagal control."
slepian,slepian's biography,"Instrumental in formation of SynCardia Systems, Inc., maker of the CardioWest Temporary Total Artificial Heart (TAH-t) Polymer Chemistry, Assisted Devices. In July 2009, Dr Slepian was appointed chairman of the Science Advisory Board for MicroMed Cardiovascular, manufacturer of the HeartAssist 5™ ventricular assist device. The CardioWest (trademarked) TAH-t completely replaces the blood-pumping function of the diseased heart. For patients with end-stage congestive heart failure at imminent risk of death, this device has proven to be a life-saver, allowing them to be ""bridged"" and supported until a human heart transplant can be performed. He is recognized for his research and development of novel therapeutics. These include the use of polymeric biomaterials as tissue supports, barriers or means of local drug delivery in tubular organs or organ components, biodegradable stents, drug-eluting stents and the TAH.",slepian's articles,"Instrumental in formation of SynCardia Systems, Inc., maker of the CardioWest Temporary Total Artificial Heart (TAH-t) Polymer Chemistry, Assisted Devices. In July 2009, Dr Slepian was appointed chairman of the Science Advisory Board for MicroMed Cardiovascular, manufacturer of the HeartAssist 5™ ventricular assist device. The CardioWest (trademarked) TAH-t completely replaces the blood-pumping function of the diseased heart. For patients with end-stage congestive heart failure at imminent risk of death, this device has proven to be a life-saver, allowing them to be ""bridged"" and supported until a human heart transplant can be performed. He is recognized for his research and development of novel therapeutics. These include the use of polymeric biomaterials as tissue supports, barriers or means of local drug delivery in tubular organs or organ components, biodegradable stents, drug-eluting stents and the TAH."
smarsh,smarsh's biography,Stuart is currently involved in a broad range of research designed to assess surface environmental conditions utilizing advanced remote sensing and geographic information system technologies,smarsh's articles,Stuart is currently involved in a broad range of research designed to assess surface environmental conditions utilizing advanced remote sensing and geographic information system technologies
fozel,fozel's biography,"Feryal Ozel is a Professor of Astronomy and Astrophysics at the University of Arizona. Dr. Özel develops theoretical and computational methods to study black holes and neutron stars and to build models of their extreme environments. She pioneered a new technique that allowed her to make the first accurate measurement of neutron star radii and to derive significant constraints on the cold dense matter equation of state. She also made the first predictions of the images of nearby supermassive black holes at different wavelengths based on her work on accretion flows, which guided the development of the Event Horizon Telescope.",fozel's articles,"Feryal Ozel is a Professor of Astronomy and Astrophysics at the University of Arizona. Dr. Özel develops theoretical and computational methods to study black holes and neutron stars and to build models of their extreme environments. She pioneered a new technique that allowed her to make the first accurate measurement of neutron star radii and to derive significant constraints on the cold dense matter equation of state. She also made the first predictions of the images of nearby supermassive black holes at different wavelengths based on her work on accretion flows, which guided the development of the Event Horizon Telescope."
pavanic,pavanic's biography,"Dr. Chalasani's primary clinical and research focus is on breast cancer. In addition to seeing patients in clinic, she is very active in research and has several ongoing translational and clinical projects. She leads the Breast Cancer Disease Oriented Team (DOT) and oversees Breast Cancer clinical research program. She has a translation laboratory which focuses on investigating and developing predictive and prognostic biomarkers. She is the Principal Investigator on several investigator-initiated trials, industry, and co-operative group protocols. She is the medical oncology study chair for NCI study in women with inflammatory breast cancer (S1706) and lead investigator for a randomized phase II trial in women with metastatic HER2+ breast cancer. She has received research funding from NIH/NCI, American Cancer Society, Better Than Ever and The University of Arizona Cancer Center-pilot funding mechanism.",pavanic's articles,"Dr. Chalasani's primary clinical and research focus is on breast cancer. In addition to seeing patients in clinic, she is very active in research and has several ongoing translational and clinical projects. She leads the Breast Cancer Disease Oriented Team (DOT) and oversees Breast Cancer clinical research program. She has a translation laboratory which focuses on investigating and developing predictive and prognostic biomarkers. She is the Principal Investigator on several investigator-initiated trials, industry, and co-operative group protocols. She is the medical oncology study chair for NCI study in women with inflammatory breast cancer (S1706) and lead investigator for a randomized phase II trial in women with metastatic HER2+ breast cancer. She has received research funding from NIH/NCI, American Cancer Society, Better Than Ever and The University of Arizona Cancer Center-pilot funding mechanism."
jmosier,jmosier's biography,Difficult Airway Management Shock Critical Care and Emergency Medicine,jmosier's articles,Difficult Airway Management Shock Critical Care and Emergency Medicine
kernst,kernst's biography,"Kacey C. Ernst, PhD MPH joined the faculty in 2008 as an infectious disease epidemiologist. Her primary projects examine the environmental determinants of vector-borne disease transmission and control; primarily dengue and malaria. Current research projects include an examination of insecticide treated bednet use in western Kenya. Comparisons between determinants of use and effectiveness in highland and lowland areas are underway. She is also working with investigators in entomology to examine the role of Ae. aegypti population dynamics in the potential expansion of dengue from northern Mexico to southern Arizona under climate change scenarios.",kernst's articles,"Kacey C. Ernst, PhD MPH joined the faculty in 2008 as an infectious disease epidemiologist. Her primary projects examine the environmental determinants of vector-borne disease transmission and control; primarily dengue and malaria. Current research projects include an examination of insecticide treated bednet use in western Kenya. Comparisons between determinants of use and effectiveness in highland and lowland areas are underway. She is also working with investigators in entomology to examine the role of Ae. aegypti population dynamics in the potential expansion of dengue from northern Mexico to southern Arizona under climate change scenarios."
tmeixner,tmeixner's biography,"Watershed hydrology and biogeochemistry hydrologic controls on water quality, GIS, remote sensing, hydrochemical modeling, atmospheric chemistry, aqueous geochemistry, water quality modeling, sensitivity analysis, automatic parameter estimation, semi-arid hydrology, riparian sustainability, climate change impacts on water resources, and multi-criteria analysis.",tmeixner's articles,"Watershed hydrology and biogeochemistry hydrologic controls on water quality, GIS, remote sensing, hydrochemical modeling, atmospheric chemistry, aqueous geochemistry, water quality modeling, sensitivity analysis, automatic parameter estimation, semi-arid hydrology, riparian sustainability, climate change impacts on water resources, and multi-criteria analysis."
